STATE,COUNTY,CTYNAME,POPESTIMATE2018
54,69,Ohio County,41755
54,71,Pendleton County,6997
54,73,Pleasants County,7507
54,75,Pocahontas County,8414
54,77,Preston County,33839
54,79,Putnam County,56682
54,81,Raleigh County,74254
54,83,Randolph County,28823
54,85,Ritchie County,9721
54,87,Roane County,13932
54,89,Summers County,12760
54,91,Taylor County,16862
54,93,Tucker County,6955
54,95,Tyler County,8746
54,97,Upshur County,24415
54,99,Wayne County,39944
54,101,Webster County,8285
54,103,Wetzel County,15270
54,105,Wirt County,5830
54,107,Wood County,84203
54,109,Wyoming County,20786
55,0,Wisconsin,5813568
55,1,Adams County,20348
55,3,Ashland County,15600
55,5,Barron County,45164
55,7,Bayfield County,15042
55,9,Brown County,263378
55,11,Buffalo County,13125
55,13,Burnett County,15392
55,15,Calumet County,50159
55,17,Chippewa County,64135
55,19,Clark County,34709
55,21,Columbia County,57358
55,23,Crawford County,16291
55,25,Dane County,542364
55,27,Dodge County,87847
55,29,Door County,27610
55,31,Douglas County,43208
55,33,Dunn County,45131
55,35,Eau Claire County,104534
55,37,Florence County,4321
55,39,Fond du Lac County,103066
55,41,Forest County,8991
55,43,Grant County,51554
55,45,Green County,36929
55,47,Green Lake County,18918
55,49,Iowa County,23771
55,51,Iron County,5676
55,53,Jackson County,20478
55,55,Jefferson County,85129
55,57,Juneau County,26617
55,59,Kenosha County,169290
55,61,Kewaunee County,20383
55,63,La Crosse County,118230
55,65,Lafayette County,16665
55,67,Langlade County,19268
55,69,Lincoln County,27689
55,71,Manitowoc County,79074
55,73,Marathon County,135428
55,75,Marinette County,40434
55,77,Marquette County,15434
55,78,Menominee County,4658
55,79,Milwaukee County,948201
55,81,Monroe County,46051
55,83,Oconto County,37830
55,85,Oneida County,35470
55,87,Outagamie County,187365
55,89,Ozaukee County,89147
55,91,Pepin County,7289
55,93,Pierce County,42555
55,95,Polk County,43598
55,97,Portage County,70942
55,99,Price County,13397
55,101,Racine County,196584
55,103,Richland County,17377
55,105,Rock County,163129
55,107,Rusk County,14147
55,109,St. Croix County,89694
55,111,Sauk County,64249
55,113,Sawyer County,16489
55,115,Shawano County,40796
55,117,Sheboygan County,115456
55,119,Taylor County,20412
55,121,Trempealeau County,29442
55,123,Vernon County,30785
55,125,Vilas County,21938
55,127,Walworth County,103718
55,129,Washburn County,15878
55,131,Washington County,135693
55,133,Waukesha County,403072
55,135,Waupaca County,51128
55,137,Waushara County,24263
55,139,Winnebago County,171020
55,141,Wood County,73055
56,0,Wyoming,577737
56,1,Albany County,38601
56,3,Big Horn County,11881
56,5,Campbell County,46140
56,7,Carbon County,14971
56,9,Converse County,13640
56,11,Crook County,7450
56,13,Fremont County,39531
56,15,Goshen County,13376
56,17,Hot Springs County,4555
56,19,Johnson County,8460
56,21,Laramie County,98976
56,23,Lincoln County,19434
56,25,Natrona County,79115
56,27,Niobrara County,2388
56,29,Park County,29324
56,31,Platte County,8566
56,33,Sheridan County,30233
56,35,Sublette County,9813
56,37,Sweetwater County,43051
56,39,Teton County,23081
56,41,Uinta County,20299
56,43,Washakie County,7885
56,45,Weston County,6967
